user_id,anime_id,rating,watching_status,watched_episodes
2,34134,9,2,12
2,6893,0,2,2
2,11499,7,2,12
2,29786,8,2,12
2,16498,9,2,25
2,28171,9,2,24
2,32282,0,2,13
2,9253,9,2,24
2,3455,8,2,26
2,22319,8,2,12
2,10851,4,4,2
2,40658,0,6,0
2,29809,0,6,0
2,25397,0,6,0
2,2852,0,6,0
2,1635,0,6,0
2,1636,0,6,0
2,40337,0,6,0
2,39085,0,6,0
2,857,0,6,0
2,9721,0,6,0
2,36625,0,6,0
2,6987,0,6,0
2,8577,0,6,0
2,9849,0,6,0
2,4010,0,6,0
2,16642,0,6,0
2,41261,0,6,0
2,30614,0,6,0
2,4600,0,6,0
2,31101,0,6,0
2,4358,0,6,0
2,39068,0,6,0
2,10697,0,6,0
2,2251,0,6,0
2,32667,0,6,0
2,5081,0,6,0
2,34443,0,6,0
2,36225,0,6,0
2,24641,0,6,0
2,2871,0,6,0
2,972,0,6,0
2,2873,0,6,0
2,5347,0,6,0
2,1401,0,6,0
2,13223,0,6,0
2,889,0,6,0
2,10694,0,6,0
2,2413,0,6,0
2,36456,0,6,0
2,38408,0,6,0
2,36896,0,6,0
2,39565,0,6,0
2,42603,0,6,0
2,40472,0,6,0
2,38252,0,6,0
2,25667,0,6,0
2,5464,0,6,0
2,12293,0,6,0
2,37089,0,6,0
2,6558,0,6,0
2,17543,0,6,0
2,2352,0,6,0
2,37699,0,6,0
2,2025,0,6,0
2,14353,0,6,0
2,34497,0,6,0
2,21001,0,6,0
2,35120,0,6,0
2,18689,0,6,0
2,2432,0,6,0
2,7456,0,6,0
2,3324,0,6,0
2,37405,0,6,0
2,20377,0,6,0
2,37520,0,6,0
2,38691,0,6,0
2,30694,0,6,0
2,31339,0,6,0
2,31886,0,6,0
2,38038,0,6,0
2,37088,0,6,0
2,33393,0,6,0
2,790,0,6,0
2,39365,0,6,0
2,31788,0,6,0
2,10779,0,6,0
2,6702,0,6,0
2,22043,0,6,0
2,35972,0,6,0
2,2134,0,6,0
2,10087,0,6,0
2,11741,0,6,0
2,7053,0,6,0
2,16638,0,6,0
2,33231,0,6,0
2,21829,0,6,0
2,12957,0,6,0
2,2136,0,6,0
2,73,0,6,0
2,5114,0,6,0
2,36876,0,6,0
2,23033,0,6,0
2,24987,0,6,0
2,21521,0,6,0
2,30583,0,6,0
2,28779,0,6,0
2,30243,0,6,0
2,25183,0,6,0
2,239,0,6,0
2,17491,0,6,0
2,29261,0,6,0
2,918,0,6,0
2,9969,0,6,0
2,17729,0,6,0
2,3002,0,6,0
2,31859,0,6,0
2,20583,0,6,0
2,28891,0,6,0
2,32935,0,6,0
2,40262,0,6,0
2,38883,0,6,0
2,40776,0,6,0
2,264,0,6,1
2,265,0,6,0
2,19647,0,6,0
2,34403,0,6,0
2,21855,0,6,0
2,14991,0,6,0
2,5097,0,6,0
2,2798,0,6,0
2,777,0,6,0
2,11077,0,6,0
2,5651,0,6,0
2,9322,0,6,0
2,5630,0,6,0
2,11617,0,6,0
2,934,0,6,0
2,5211,0,6,0
2,33421,0,6,0
2,6337,0,6,0
2,36051,0,6,0
2,31518,0,6,0
2,35512,0,6,0
2,29807,0,6,0
2,37474,0,6,0
2,14659,0,6,0
2,13271,0,6,0
2,19951,0,6,0
2,24273,0,6,0
2,36121,0,6,0
2,29703,0,6,0
2,35936,0,6,0
2,10668,0,6,0
2,19051,0,6,0
2,37360,0,6,0
2,33769,0,6,0
2,2943,0,6,0
2,40010,0,6,0
2,7730,0,6,0
2,22429,0,6,0
2,23479,0,6,0
2,33322,0,6,0
2,10457,0,6,0
2,37224,0,6,0
2,37991,0,6,0
2,18691,0,6,0
2,37281,0,6,0
2,40748,0,6,0
2,19569,0,6,0
2,17745,0,6,0
2,6465,0,6,0
2,30460,0,6,0
2,7411,0,6,0
2,40839,0,6,0
2,3503,0,6,0
2,4760,0,6,0
2,6791,0,6,0
2,7875,0,6,0
2,7712,0,6,0
2,9309,0,6,0
2,12961,0,6,0
2,38031,0,6,0
2,20959,0,6,0
2,6986,0,6,0
2,2868,0,6,0
2,29916,0,6,0
2,32686,0,6,0
2,36903,0,6,0
2,18679,0,6,0
2,35931,0,6,0
2,38000,0,6,0
2,40456,0,6,0
2,38330,0,6,0
2,10460,0,6,0
2,37771,0,6,0
2,3350,0,6,0
2,33191,0,6,0
2,9260,0,6,0
2,31757,0,6,0
2,31758,0,6,0
2,20801,0,6,0
2,4304,0,6,0
2,2403,0,6,0
2,3121,0,6,0
2,4786,0,6,0
2,4195,0,6,0
2,15843,0,6,0
2,18655,0,6,0
2,30831,0,6,0
2,8841,0,6,0
2,14543,0,6,0
2,2841,0,6,0
2,11827,0,6,0
2,36052,0,6,0
2,36689,0,6,0
2,13221,0,6,0
2,22543,0,6,0
2,24911,0,6,0
2,9588,0,6,0
2,10325,0,6,0
2,8111,0,6,0
2,37939,0,6,0
2,11969,0,6,0
0,43756,7.54,1,12
0,269,7.9,1,366
0,51680,7.57,1,24
0,40748,8.66,1,24
0,40908,7.4,1,12
0,21603,7.03,1,12
0,42205,6.89,1,52
0,44074,8.76,1,11
0,40028,8.81,1,16
0,46471,6.36,1,12
0,48580,7.91,1,12
0,42481,7.11,2,19
0,12291,7.48,2,12
0,47,8.16,2,1
0,24833,8.09,2,22
0,30654,8.5,2,25
0,28405,7.43,2,1
0,19759,7.17,2,1
0,32863,7.68,2,8
0,38753,7.35,2,12
0,40128,7.18,2,12
0,37171,8.19,2,12
0,34636,8.19,2,24
0,31964,7.91,2,13
0,33486,8.13,2,25
0,36456,8.06,2,25
0,38408,7.92,2,25
0,36896,7.57,2,1
0,31478,7.82,2,12
0,32867,8.2,2,12
0,38003,8.22,2,12
0,34944,7.92,2,1
0,38390,6.76,2,11
0,40465,6.89,2,1
0,35849,7.22,2,24
0,38656,7.24,2,11
0,17513,5.2,2,12
0,29974,5.54,2,12
0,36493,6.15,2,1
0,18507,7.34,2,12
0,36704,7.61,2,12
0,38027,7.56,2,1
0,22265,7.63,2,13
0,26213,7.89,2,1
0,33845,7.58,2,1
0,35191,7.64,2,1
0,39014,7.73,2,1
0,35198,7.75,2,1
0,19671,7.63,2,7
0,41120,7.53,2,11
0,35222,7.9,2,12
0,17729,7.49,2,13
0,29093,7.85,2,1
0,29095,7.77,2,10
0,20583,8.44,2,25
0,32935,8.79,2,10
0,25303,7.71,2,1
0,29755,7.98,2,1
0,40262,7.82,2,2
0,28891,8.64,2,25
0,38883,8.36,2,13
0,40776,8.54,2,12
0,38816,7.51,2,1
0,30415,7.87,2,1
0,39468,8.01,2,14
0,40815,8.12,2,12
0,578,8.51,2,1
0,10408,8.29,2,1
0,40230,7.2,2,12
0,431,8.66,2,1
0,11061,9.04,2,148
0,12189,8.08,2,22
0,41918,7.34,2,15
0,14467,7.44,2,13
0,37999,8.41,2,12
0,38000,8.52,2,26
0,40456,8.63,2,1
0,32281,8.85,2,1
0,38594,7.6,2,1
0,22535,8.34,2,24
0,28851,8.94,2,1
0,31952,7.19,2,12
0,416,7.95,2,1
0,11771,8.07,2,25
0,16894,8.22,2,25
0,22673,7.72,2,9
0,24415,8.3,2,25
0,30311,7.68,2,9
0,31658,8.08,2,1
0,15487,7.66,2,9
0,19669,7.54,2,1
0,22125,7.61,2,1
0,29583,7.23,2,1
0,17259,7.28,2,1
0,34784,7.18,2,1
0,31051,8.1,2,1
0,16916,7.81,2,1
0,32949,7.16,2,12
0,18153,7.73,2,12
0,35062,8.07,2,24
0,40571,7.55,2,12
0,38778,6.73,2,12
0,30924,6.62,2,5
0,10620,7.43,2,26
0,37926,6.88,2,12
0,19815,8.09,2,12
0,20507,7.96,2,12
0,30503,8.16,2,13
0,31490,7.91,2,1
0,38234,8.23,2,1
0,853,8.16,2,26
0,50185,7.38,2,12
0,33255,8.42,2,120
0,32542,7.56,2,12
0,33524,6.81,2,1
0,199,8.78,2,1
0,38787,7.39,2,12
0,31229,6.89,2,12
0,36803,7.24,2,1
0,33994,6.91,2,4
0,34240,8.31,2,1
0,21843,7.63,2,12
0,30736,7.43,2,24
0,16498,8.53,2,25
0,25777,8.5,2,12
0,35760,8.62,2,12
0,38524,9.06,2,10
0,42923,8.03,2,12
0,21647,7.92,2,1
0,16417,7.39,2,12
0,37430,8.14,2,24
0,39607,6.68,2,1
0,523,8.26,2,1
0,34902,7.57,2,12
0,39324,7.1,2,12
0,33352,8.67,2,13
0,37987,8.92,2,1
0,32899,6.99,2,12
0,35507,7.86,2,12
0,6702,7.58,3,175
0,39463,7,3,13
0,34934,6.51,3,12
0,32182,8.49,3,12
0,39535,8.37,3,11
0,34612,8.43,3,24
0,41094,7.33,3,15
0,37779,8.52,3,12
0,32998,7.83,6,12
0,40272,7.3,6,12
0,38670,6.31,6,12
0,39790,7.1,6,12
0,34881,6.77,6,12
0,30123,7.76,6,12
0,36864,6.84,6,25
0,41433,7.61,6,12
0,49979,7.27,6,12
0,32828,7.53,6,12
0,37320,5.58,6,13
0,9989,8.32,6,11
0,9919,7.5,6,25
0,36882,6.69,6,13
0,50205,7.24,6,8
0,28249,7.67,6,25
0,38740,7.44,6,1
0,22789,8.38,6,12
0,40752,7.13,6,12
0,49596,8.27,6,24
0,31043,8.31,6,12
0,49834,0,6,1
0,41587,7.4,6,25
0,49918,8.28,6,25
0,40934,6.48,6,13
0,232,8.16,6,70
0,37435,7.88,6,24
0,44511,8.71,6,12
0,39523,6.36,6,12
0,14741,7.71,6,12
0,28223,8.16,6,12
0,35120,7.76,6,10
0,50139,0,6,0
0,48542,7.5,6,12
0,40454,7.46,6,12
0,6746,8.12,6,24
0,34771,4.6,6,12
0,790,7.9,6,23
0,51293,6.4,6,24
0,38400,7.74,6,1
0,2890,7.91,6,1
0,25183,7.4,6,12
0,40074,3.81,6,12
0,39533,8.34,6,11
0,25907,6.67,6,1
0,16528,7.41,6,1
0,15809,7.76,6,13
0,2026,7.52,6,52
0,27989,8,6,13
0,36296,8.15,6,12
0,42429,8.08,6,10
0,42897,8.2,6,13
0,9760,7.53,6,1
0,33899,7.71,6,17
0,40842,7.43,6,12
0,35413,7.29,6,12
0,11013,7.39,6,12
0,249,7.86,6,167
0,37497,7.52,6,13
0,36220,7.47,6,6
0,38619,7.71,6,12
0,38777,7.69,6,3
0,40591,8.65,6,12
0,21563,7.02,6,12
0,39198,8.09,6,12
0,16035,7.09,6,13
0,33018,6.74,6,13
0,24439,7.61,6,12
0,40595,6.64,6,12
0,49835,0,6,1
0,37475,7.45,6,12
0,31798,7.38,6,12
0,11887,7.76,6,13
0,28725,7.84,6,1
0,38080,7.92,6,13
0,35241,7.5,6,12
0,50590,7.5,6,13
0,25015,7.72,6,1
0,28675,8.16,6,1
0,39675,7.26,6,6
0,33443,7.45,6,28
0,40211,8.2,6,1
0,33299,7.02,6,13
0,20785,7.42,6,26
0,52955,0,6,0
0,32902,8.11,6,3
0,39196,7.75,6,23
0,627,8.22,6,26
0,33487,6.74,6,12
0,10721,7.95,6,24
0,37208,8.46,6,15
0,37510,8.81,6,13
0,30014,7.07,6,26
0,15315,7.46,6,10
0,164,8.67,6,1
0,17505,7.31,6,26
0,50923,6.88,6,12
0,34580,6.67,6,12
0,4081,8.31,6,13
0,32983,8.57,6,11
0,34591,8.62,6,11
0,10379,8.58,6,13
0,11665,8.65,6,13
0,20651,8.33,6,1
0,14293,6.92,6,1
0,31414,7.28,6,24
0,7592,7.62,6,24
0,53300,0,6,0
0,39753,7.28,6,1
0,21557,8.06,6,1
0,32729,7.62,6,13
0,28297,7.91,6,24
0,50739,0,6,0
0,34262,7.47,6,12
0,1943,8.04,6,1
0,51956,0,6,0
0,31559,6.9,6,12
0,13601,8.34,6,22
0,33926,7.9,6,12
0,38992,7.37,6,12
0,23277,7.49,6,12
0,38249,8.21,6,1
0,35994,6.96,6,16
0,35851,8.4,6,1
0,37450,8.25,6,13
0,18119,7.63,6,13
0,154,7.75,6,64
0,29786,7.24,6,12
0,13125,8.29,6,25
0,28171,8.17,6,24
0,33095,8.74,6,12
0,43434,0,6,1
0,39569,7.49,6,1
0,35839,8.53,6,13
0,3588,7.84,6,51
0,35847,7.12,6,12
0,50594,8.26,6,1
0,36470,7.57,6,13
0,32093,7.84,6,12
0,38826,8.3,6,1
0,45649,7.2,6,1
0,40730,8.4,6,11
0,34009,6.97,6,12
0,41132,7.53,6,1
0,16011,7.44,6,24
0,4224,8.09,6,25
0,33037,6.91,6,13
0,37521,8.73,6,24
0,40267,5.98,6,3
0,46118,5.83,6,12
0,43299,7.66,6,12
0,6956,7.65,6,13
0,24405,7.58,6,73
1,5081,8.33,1,15
1,41587,7.4,1,25
1,41025,8.37,1,20
1,20899,8.1,1,24
1,30307,6.98,1,12
1,9989,8.32,2,11
1,31043,8.31,2,12
1,31964,7.91,2,13
1,33486,8.13,2,25
1,36456,8.06,2,25
1,38408,7.92,2,25
1,36896,7.57,2,1
1,39565,8,2,1
1,35459,7.24,2,1
1,1689,7.59,2,3
1,11843,8.24,2,12
1,1535,8.62,2,37
1,28223,8.16,2,12
1,37982,6.68,2,12
1,37520,8.24,2,24
1,813,8.16,2,291
1,28121,7.55,2,13
1,37347,7.23,2,12
1,40453,6.44,2,1
1,40454,7.46,2,12
1,41120,7.53,2,11
1,5114,9.11,2,64
1,37105,8.43,2,12
1,40052,8.24,2,23
1,20583,8.44,2,25
1,32935,8.79,2,10
1,28891,8.64,2,25
1,38883,8.36,2,13
1,40776,8.54,2,12
1,11617,7.34,2,12
1,24703,7.43,2,12
1,34281,7.25,2,12
1,15451,7.49,2,12
1,28825,7.12,2,12
1,35376,7.33,2,12
1,42897,8.2,2,13
1,578,8.51,2,1
1,40046,7.84,2,13
1,14719,7.9,2,26
1,40748,8.66,2,24
1,37999,8.41,2,12
1,40591,8.65,2,12
1,40750,6.34,2,12
1,40221,7.56,2,13
1,40839,7.13,2,12
1,38000,8.52,2,26
1,32281,8.85,2,1
1,36098,8.56,2,1
1,22535,8.34,2,24
1,5042,6.85,2,12
1,28851,8.94,2,1
1,28725,7.84,2,1
1,15227,8.22,2,1
1,16782,7.9,2,1
1,28623,7.26,2,12
1,32182,8.49,2,12
1,37510,8.81,2,13
1,19,8.85,2,74
1,30276,8.5,2,12
1,34134,7.49,2,12
1,39652,6.96,2,1
1,39705,7.38,2,6
1,31772,7.7,2,6
1,31704,7.7,2,1
1,12355,8.58,2,1
1,28297,7.91,2,24
1,23285,6.98,2,1
1,437,8.53,2,1
1,22135,8.62,2,11
1,30240,7.62,2,12
1,32485,7.38,2,1
1,6114,8.48,2,26
1,31240,8.24,2,25
1,6675,8.28,2,1
1,32542,7.56,2,12
1,199,8.78,2,1
1,34240,8.31,2,1
1,23273,8.66,2,22
1,29786,7.24,2,12
1,16498,8.53,2,25
1,18397,7.87,2,3
1,25777,8.5,2,12
1,35760,8.62,2,12
1,38524,9.06,2,10
1,42091,7.72,2,1
1,25781,8.41,2,2
1,36106,7.81,2,3
1,40028,8.81,2,16
1,28171,8.17,2,24
1,40902,7.32,2,13
1,32282,8.1,2,13
1,35788,8.02,2,12
1,36949,7.97,2,12
1,39940,7.75,2,12
1,9253,9.08,2,24
1,35790,8,2,25
1,38826,8.3,2,1
1,41353,7.07,2,13
1,22319,7.79,2,12
1,27899,7.03,2,12
1,36511,6.38,2,12
1,37799,6.42,2,12
1,37521,8.73,2,24
1,37779,8.52,2,12
1,23283,8.1,2,11
1,1575,8.7,3,25
1,918,8.94,3,201
1,39463,7,3,13
1,9756,8.36,3,12
1,20,7.98,3,220
1,21,8.68,3,0
1,23277,7.49,3,12
1,43299,7.66,3,12
1,41006,7.2,4,24
1,41103,7.15,4,12
1,42395,7.04,4,12
1,41389,7.9,4,12
1,39617,5.32,4,11
1,31646,8.39,6,22
1,38101,7.67,6,12
1,32998,7.83,6,12
1,39790,7.1,6,12
1,101,7.28,6,12
1,31580,7.41,6,13
1,6547,8.07,6,13
1,24833,8.09,6,22
1,9919,7.5,6,25
1,7193,7.69,6,12
1,7817,6.86,6,12
1,36649,8.49,6,24
1,39195,7.85,6,12
1,57,8.29,6,26
1,34618,7.28,6,12
1,31478,7.82,6,12
1,44511,8.71,6,12
1,28999,7.75,6,13
1,14741,7.71,6,12
1,2167,8,6,23
1,1,8.75,6,26
1,35849,7.22,6,24
1,38656,7.24,6,11
1,35120,7.76,6,10
1,38691,8.29,6,24
1,226,7.49,6,13
1,38671,7.71,6,24
1,790,7.9,6,23
1,32901,6.37,6,12
1,227,8.03,6,6
1,38680,8.22,6,25
1,34280,6.78,6,12
1,239,8.14,6,24
1,820,9.03,6,110
1,37349,7.42,6,12
1,43692,7.21,6,5
1,36028,7.87,6,12
1,245,8.69,6,43
1,34403,6.29,6,10
1,40938,7.29,6,13
1,11061,9.04,6,148
1,12189,8.08,6,22
1,42361,7.34,6,12
1,34542,7.65,6,11
1,40010,7.44,6,12
1,48561,8.5,6,1
1,35639,7.24,6,12
1,7791,8.17,6,26
1,43608,9.08,6,13
1,42963,6.88,6,12
1,35860,7.71,6,12
1,40456,8.63,6,1
1,1379,7.75,6,1
1,33206,7.98,6,13
1,34934,6.51,6,12
1,30831,8.12,6,10
1,32949,7.16,6,12
1,1887,7.74,6,24
1,34599,8.67,6,13
1,33487,6.74,6,12
1,36563,7.88,6,13
1,10620,7.43,6,26
1,38935,6.47,6,12
1,164,8.67,6,1
1,457,8.67,6,26
1,30,8.34,6,26
1,10165,8.46,6,26
1,19815,8.09,6,12
1,20507,7.96,6,12
1,32729,7.62,6,13
1,8769,6.98,6,12
1,29803,7.92,6,13
1,26243,7.49,6,12
1,8795,7.72,6,13
1,44961,6.08,6,24
1,30296,7.45,6,12
1,30015,7.98,6,13
1,33255,8.42,6,120
1,37450,8.25,6,13
1,8675,7.56,6,13
1,339,8.08,6,13
1,48583,8.78,6,12
1,13125,8.29,6,25
1,28735,8.57,6,13
1,44942,6.66,6,12
1,11757,7.2,6,25
1,40356,6.56,6,13
1,37430,8.14,6,24
1,4224,8.09,6,25
1,34822,8.07,6,12
1,34902,7.57,6,12
1,1293,7.72,6,195
1,40333,0,6,4
1,33352,8.67,6,13
1,14813,8.01,6,13
1,39710,6.89,6,12
1,7785,8.57,6,11
1,32615,7.97,6,12
1,35507,7.86,6,12
1,32995,7.9,6,12
3,38753,7.35,1,12
3,36456,8.06,1,25
3,38691,8.29,1,24
3,39026,7.27,1,12
3,38671,7.71,1,24
3,15809,7.76,1,13
3,40010,7.44,1,12
3,14719,7.9,1,26
3,30,8.34,1,26
3,38610,6.42,1,12
3,24833,8.09,2,22
3,34443,7.29,2,26
3,31964,7.91,2,13
3,33486,8.13,2,25
3,14741,7.71,2,12
3,35756,7.38,2,12
3,28223,8.16,2,12
3,226,7.49,2,13
3,5114,9.11,2,64
3,37349,7.42,2,12
3,11061,9.04,2,148
3,37999,8.41,2,12
3,39198,8.09,2,12
3,38000,8.52,2,26
3,32281,8.85,2,1
3,33206,7.98,2,13
3,30831,8.12,2,10
3,32182,8.49,2,12
3,37510,8.81,2,13
3,23755,7.68,2,24
3,19815,8.09,2,12
3,30276,8.5,2,12
3,30240,7.62,2,12
3,37450,8.25,2,13
3,37993,7.3,2,12
3,19647,8.59,3,25
3,37614,7.48,3,12
3,18679,8.04,3,24
3,323,7.67,3,13
3,38759,7.34,3,12
3,29786,7.24,3,12
3,38101,7.67,6,12
3,22199,7.47,6,24
3,6547,8.07,6,13
3,9989,8.32,6,11
3,11111,7.48,6,12
3,38328,6.28,6,12
3,32379,6.3,6,12
3,34618,7.28,6,12
3,14967,7.3,6,12
3,28999,7.75,6,13
3,4181,8.94,6,24
3,1575,8.7,6,25
3,38940,6.71,6,12
3,1,8.75,6,26
3,5,8.38,6,1
3,2025,8.07,6,25
3,15583,7.17,6,12
3,1535,8.62,6,37
3,33988,7.55,6,12
3,35120,7.76,6,10
3,37520,8.24,6,24
3,38145,7.74,6,12
3,28121,7.55,6,13
3,32887,7.06,6,12
3,6746,8.12,6,24
3,32901,6.37,6,12
3,10087,8.28,6,13
3,120,7.68,6,26
3,33731,7.45,6,12
3,24765,7.62,6,12
3,35222,7.9,6,12
3,23289,7.84,6,12
3,32607,6.83,6,12
3,918,8.94,6,201
3,28977,9.07,6,51
3,36288,4.32,6,10
3,21273,7.5,6,12
3,30721,6.37,6,13
3,23619,7.05,6,1
3,34403,6.29,6,10
3,35237,6.47,6,1
3,6574,7.28,6,12
3,37141,7.56,6,13
3,270,7.49,6,13
3,35286,5.7,6,5
3,15225,7.17,6,12
3,27989,8,6,13
3,11617,7.34,6,12
3,31500,7.3,6,12
3,8074,7.08,6,12
3,3652,7.41,6,5
3,28825,7.12,6,12
3,12189,8.08,6,22
3,10668,6.58,6,2
3,249,7.86,6,167
3,9041,6.64,6,12
3,37210,6.88,6,12
3,38472,7.4,6,12
3,37021,5.75,6,6
3,5680,7.85,6,13
3,34933,7.25,6,12
3,35860,7.71,6,12
3,39326,6.51,6,12
3,32686,6.93,6,12
3,40456,8.63,6,1
3,5042,6.85,6,12
3,4898,7.67,6,24
3,39071,7.65,6,12
3,34599,8.67,6,13
3,9756,8.36,6,12
3,35062,8.07,6,24
3,36563,7.88,6,13
3,10620,7.43,6,26
3,38935,6.47,6,12
3,17074,8.77,6,26
3,19,8.85,6,74
3,30307,6.98,6,12
3,457,8.67,6,26
3,38397,6.51,6,12
3,34658,6.94,6,1
3,36038,7.56,6,10
3,10165,8.46,6,26
3,18897,7.58,6,20
3,39539,6.86,6,12
3,20507,7.96,6,12
3,2966,8.23,6,13
3,5341,8.32,6,12
3,8769,6.98,6,12
3,29803,7.92,6,13
3,437,8.53,6,1
3,37202,6.88,6,21
3,35298,6.54,6,12
3,31240,8.24,6,25
3,6675,8.28,6,1
3,32542,7.56,6,12
3,205,8.5,6,26
3,6500,6.36,6,24
3,23273,8.66,6,22
3,1559,8.06,6,50
